Sector,Percentage Change,Region
CH45 6,5,North England
CH45 7,-4,North England
CH45 8,10,North England
CH45 9,20,North England
CH46 0,2,North England
CH46 1,3,North England
CH46 2,-7,North England
CH46 3,9,North England
CH46 5,-17,North England
CH46 6,3,North England
CH46 7,2,North England
CH46 8,3,North England
CH46 9,15,North England
CH47 0,39,North England
CH47 1,4,North England
CH47 2,10,North England
CH47 3,5,North England
CH47 4,75,North England
CH47 5,9,North England
CH47 6,-6,North England
CH47 7,6,North England
CH47 8,48,North England
CH47 9,-4,North England
CH48 0,10,North England
CH48 1,6,North England
CH48 2,-9,North England
CH48 3,11,North England
CH48 4,5,North England
CH48 5,13,North England
CH48 6,11,North England
CH48 7,31,North England
CH48 8,0,North England
CH48 9,-4,North England
CH49 0,26,North England
CH49 1,-1,North England
CH49 2,-2,North England
CH49 3,-3,North England
CH49 4,3,North England
CH49 5,-6,North England
CH49 6,0,North England
CH49 7,1,North England
CH49 8,-18,North England
CH49 9,9,North England
CH5 1,6,North England
CH5 2,15,North England
CH5 3,6,North England
CH5 4,2,North England
CH6 5,1,North England
CH6 6,4,North England
CH60 0,6,North England
CH60 1,6,North England
CH60 2,-11,North England
CH60 3,7,North England
CH60 4,0,North England
CH60 5,-15,North England
CH60 6,11,North England
CH60 7,-12,North England
CH60 8,4,North England
CH60 9,7,North England
CH61 0,-47,North England
CH61 1,26,North England
CH61 2,3,North England
CH61 3,16,North England
CH61 4,9,North England
CH61 5,4,North England
CH61 6,10,North England
CH61 7,-1,North England
CH61 8,4,North England
CH61 9,13,North England
CH62 0,-20,North England
CH62 1,5,North England
CH62 2,8,North England
CH62 3,8,North England
CH62 4,5,North England
CH62 5,-8,North England
CH62 6,-2,North England
CH62 7,-1,North England
CH62 8,16,North England
CH62 9,7,North England
CH63 0,2,North England
CH63 1,-42,North England
CH63 2,1,North England
CH63 3,1,North England
CH63 4,46,North England
CH63 5,3,North England
CH63 6,34,North England
CH63 7,3,North England
CH63 8,9,North England
CH63 9,17,North England
CH64 0,5,North England
CH64 1,-13,North England
CH64 2,3,North England
CH64 3,10,North England
CH64 4,18,North England
CH64 5,37,North England
CH64 6,-6,North England
CH64 7,-5,North England
CH64 8,-4,North England
CH64 9,-1,North England
CH65 0,-11,North England
CH65 2,3,North England
CH65 3,16,North England
CH65 4,5,North England
CH65 5,2,North England
CH65 6,6,North England
CH65 7,11,North England
CH65 8,4,North England
CH65 9,8,North England
CH66 1,1,North England
CH66 2,6,North England
CH66 3,11,North England
CH66 4,-4,North England
CH66 5,-15,North England
CH66 6,37,North England
CH66 7,37,North England
CH7 1,-7,North England
CH7 2,5,North England
CH7 3,-1,North England
CH7 4,9,North England
CH7 5,4,North England
CH7 6,4,North England
CH8 7,2,North England
CH8 8,2,North England
CH8 9,24,North England
CM0 7,0,South East
CM0 8,25,South East
CM1 1,12,South East
CM1 2,9,South East
CM1 3,18,South East
CM1 4,15,South East
CM1 6,27,South East
CM1 7,7,South East
CM11 1,8,South East
CM11 2,12,South East
CM12 0,9,South East
CM12 9,26,South East
CM13 1,10,South East
CM13 2,25,South East
CM13 3,27,South East
CM14 4,17,South East
CM14 5,12,South East
CM15 0,5,South East
CM15 8,17,South East
CM15 9,14,South East
CM16 4,5,South East
CM16 5,7,South East
CM16 6,18,South East
CM16 7,5,South East
CM17 0,10,South East
CM17 9,13,South East
CM18 6,14,South East
CM18 7,8,South East
CM19 4,11,South East
CM19 5,11,South East
CM2 0,21,South East
CM2 6,3,South East
CM2 7,13,South East
CM2 8,9,South East
CM2 9,11,South East
CM20 1,23,South East
CM20 2,6,South East
CM20 3,12,South East
CM21 0,-7,South East
CM21 9,8,South East
CM22 6,1,South East
CM22 7,15,South East
CM23 1,0,South East
CM23 2,8,South East
CM23 3,9,South East
CM23 4,14,South East
CM23 5,6,South East
CM24 8,4,South East
CM3 1,7,South East
CM3 2,7,South East
CM3 3,30,South East
CM3 4,6,South East
CM3 5,13,South East
CM3 6,17,South East
CM3 7,10,South East
CM3 8,8,South East
CM4 0,22,South East
CM4 9,28,South East
CM5 0,-5,South East
CM5 9,24,South East
CM6 1,11,South East
CM6 2,3,South East
CM6 3,14,South East
CM7 1,9,South East
CM7 2,4,South East
CM7 3,14,South East
CM7 4,-10,South East
CM7 5,10,South East
CM7 9,4,South East
CM77 6,31,South East
CM77 7,8,South East
CM77 8,2,South East
CM8 1,3,South East
CM8 2,21,South East
CM8 3,20,South East
CM9 4,13,South East
CM9 5,6,South East
CM9 6,11,South East
CM9 8,0,South East
CO1 1,11,Midlands
CO1 2,6,Midlands
CO10 0,9,Midlands
CO10 1,5,Midlands
CO10 2,10,Midlands
CO10 5,8,Midlands
CO10 7,7,Midlands
CO10 8,14,Midlands
CO10 9,2,Midlands
CO11 1,6,Midlands
CO11 2,12,Midlands
CO12 3,4,Midlands
CO12 4,6,Midlands
CO12 5,2,Midlands
CO13 0,13,Midlands
CO13 9,0,Midlands
CO14 8,12,Midlands
CO15 1,3,Midlands
CO15 2,7,Midlands
CO15 3,5,Midlands
CO15 4,6,Midlands
CO15 5,11,Midlands
CO15 6,8,Midlands
CO16 0,5,Midlands
CO16 7,13,Midlands
CO16 8,5,Midlands
CO16 9,16,Midlands
CO2 0,1,Midlands
CO2 7,3,Midlands
CO2 8,12,Midlands
CO2 9,3,Midlands
CO3 0,9,Midlands
CO3 3,-5,Midlands
CO3 4,16,Midlands
CO3 8,6,Midlands
CO3 9,9,Midlands
CO4 0,6,Midlands
CO4 3,14,Midlands
CO4 5,9,Midlands
CO4 9,16,Midlands
CO5 0,17,Midlands
CO5 7,3,Midlands
CO5 8,0,Midlands
CO5 9,30,Midlands
CO6 1,-1,Midlands
CO6 2,-13,Midlands
CO6 3,21,Midlands
CO6 4,12,Midlands
CO6 5,23,Midlands
CO7 0,17,Midlands
CO7 6,2,Midlands
CO7 7,17,Midlands
CO7 8,13,Midlands
CO7 9,15,Midlands
CO8 5,17,Midlands
CO9 1,2,Midlands
CO9 2,5,Midlands
CO9 3,18,Midlands
CO9 4,7,Midlands
CR0 0,12,Greater London
CR0 1,5,Greater London
CR0 2,14,Greater London
CR0 3,17,Greater London
CR0 4,5,Greater London
CR0 5,26,Greater London
CR0 6,18,Greater London
CR0 7,6,Greater London
CR0 8,8,Greater London
CR0 9,16,Greater London
CR2 0,13,Greater London
CR2 6,11,Greater London
CR2 7,6,Greater London
CR2 8,2,Greater London
CR2 9,13,Greater London
CR3 0,-2,Greater London
CR3 5,-2,Greater London
CR3 6,1,Greater London
CR3 7,-6,Greater London
CR4 1,14,Greater London
CR4 2,17,Greater London
CR4 3,11,Greater London
CR4 4,12,Greater London
CR5 1,8,Greater London
CR5 2,3,Greater London
CR5 3,11,Greater London
CR6 9,3,Greater London
CR7 6,6,Greater London
CR7 7,16,Greater London
CR7 8,10,Greater London
CR8 1,8,Greater London
CR8 2,20,Greater London
CR8 3,-3,Greater London
CR8 4,9,Greater London
CR8 5,3,Greater London
CT1 1,18,South East
CT1 2,8,South East
CT1 3,9,South East
CT10 1,11,South East
CT10 2,9,South East
CT10 3,13,South East
CT11 0,10,South East
CT11 7,20,South East
CT11 8,-6,South East
CT11 9,16,South East
CT12 4,15,South East
CT12 5,10,South East
CT12 6,13,South East
CT13 0,7,South East
CT13 9,32,South East
CT14 0,6,South East
CT14 6,17,South East
CT14 7,5,South East
CT14 8,9,South East
CT14 9,4,South East
CT15 4,11,South East
CT15 5,0,South East
CT15 6,8,South East
CT15 7,-2,South East
CT16 1,8,South East
CT16 2,1,South East
CT16 3,8,South East
CT17 0,3,South East
CT17 9,7,South East
CT18 7,14,South East
CT18 8,15,South East
CT19 4,2,South East
CT19 5,13,South East
CT19 6,13,South East
CT2 0,10,South East
CT2 7,9,South East
CT2 8,12,South East
CT2 9,13,South East
CT20 1,13,South East
CT20 2,2,South East
CT20 3,-1,South East
CT21 4,14,South East
CT21 5,14,South East
CT21 6,27,South East
CT3 1,3,South East
CT3 2,5,South East
CT3 3,10,South East
CT3 4,13,South East
CT4 5,14,South East
CT4 6,12,South East
CT4 7,-2,South East
CT4 8,-15,South East
CT5 1,9,South East
CT5 2,12,South East
CT5 3,22,South East
CT5 4,6,South East
CT6 5,15,South East
CT6 6,13,South East
CT6 7,10,South East
CT6 8,7,South East
CT7 0,4,South East
CT7 9,15,South East
CT8 8,6,South East
CT9 1,24,South East
CT9 2,17,South East
CT9 3,17,South East
CT9 4,9,South East
CT9 5,23,South East
CV1 1,-53,Midlands
CV1 2,10,Midlands
CV1 3,3,Midlands
CV1 4,6,Midlands
CV1 5,-7,Midlands
CV10 0,22,Midlands
CV10 7,0,Midlands
CV10 8,1,Midlands
CV10 9,7,Midlands
CV11 4,5,Midlands
CV11 5,9,Midlands
CV11 6,4,Midlands
CV12 0,-1,Midlands
CV12 8,6,Midlands
CV12 9,9,Midlands
CV13 0,-2,Midlands
CV13 6,1,Midlands
CV2 1,2,Midlands
CV2 2,14,Midlands
CV2 3,10,Midlands
CV2 4,7,Midlands
CV2 5,6,Midlands
CV21 1,6,Midlands
CV21 2,8,Midlands
CV21 3,16,Midlands
CV21 4,-3,Midlands
CV22 5,14,Midlands
CV22 6,4,Midlands
CV22 7,6,Midlands
CV23 0,9,Midlands
CV23 8,23,Midlands
CV23 9,15,Midlands
CV3 1,-3,Midlands
CV3 2,1,Midlands
CV3 3,8,Midlands
CV3 4,6,Midlands
CV3 5,4,Midlands
CV3 6,6,Midlands
CV31 1,15,Midlands
CV31 2,14,Midlands
CV31 3,-6,Midlands
CV32 4,17,Midlands
CV32 5,12,Midlands
CV32 6,28,Midlands
CV32 7,14,Midlands
CV33 9,4,Midlands
CV34 4,22,Midlands
CV34 5,14,Midlands
CV34 6,10,Midlands
CV35 0,3,Midlands
CV35 7,11,Midlands
CV35 8,16,Midlands
CV35 9,-1,Midlands
CV36 4,13,Midlands
CV36 5,7,Midlands
CV37 0,-2,Midlands
CV37 6,13,Midlands
CV37 7,-4,Midlands
CV37 8,-2,Midlands
CV37 9,4,Midlands
CV4 7,14,Midlands
CV4 8,13,Midlands
CV4 9,-1,Midlands
CV47 0,-2,Midlands
CV47 1,4,Midlands
CV47 2,14,Midlands
CV47 7,-11,Midlands
CV47 8,1,Midlands
CV47 9,23,Midlands
CV5 6,0,Midlands
CV5 7,-1,Midlands
CV5 8,7,Midlands
CV5 9,8,Midlands
CV6 1,5,Midlands
CV6 2,8,Midlands
CV6 3,19,Midlands
CV6 4,14,Midlands
CV6 5,42,Midlands
CV6 6,8,Midlands
CV6 7,11,Midlands
CV7 7,8,Midlands
CV7 8,12,Midlands
CV7 9,-3,Midlands
CV8 1,2,Midlands
CV8 2,8,Midlands
CV8 3,8,Midlands
CV9 1,4,Midlands
CV9 2,4,Midlands
CV9 3,13,Midlands
CW1 2,4,North England
CW1 3,5,North England
CW1 4,22,North England
CW1 5,12,North England
CW1 6,23,North England
CW10 0,13,North England
CW10 9,-4,North England
CW11 1,4,North England
CW11 2,-8,North England
CW11 3,3,North England
CW11 4,4,North England
CW12 1,1,North England
CW12 2,-16,North England
CW12 3,7,North England
CW12 4,4,North England
CW2 5,3,North England
CW2 6,6,North England
CW2 7,-5,North England
CW2 8,-5,North England
CW3 0,4,North England
CW3 9,18,North England
CW4 7,3,North England
CW4 8,27,North England
CW5 5,4,North England
CW5 6,2,North England
CW5 7,6,North England
CW5 8,14,North England
CW6 0,-5,North England
CW6 9,11,North England
CW7 1,5,North England
CW7 2,16,North England
CW7 3,5,North England
CW7 4,10,North England
CW8 1,23,North England
CW8 2,1,North England
CW8 3,-1,North England
CW8 4,6,North England
CW9 5,-14,North England
CW9 6,-4,North England
CW9 7,8,North England
CW9 8,12,North England
DA1 1,19,Greater London
DA1 2,6,Greater London
DA1 3,12,Greater London
DA1 4,18,Greater London
DA1 5,18,Greater London
DA10 0,24,Greater London
DA10 1,13,Greater London
DA11 0,27,Greater London
DA11 7,16,Greater London
DA11 8,21,Greater London
DA11 9,19,Greater London
DA12 1,16,Greater London
DA12 2,9,Greater London
DA12 3,4,Greater London
DA12 4,14,Greater London
DA12 5,12,Greater London
DA13 0,1,Greater London
DA13 9,41,Greater London
DA14 4,16,Greater London
DA14 5,18,Greater London
DA14 6,6,Greater London
DA15 7,-2,Greater London
DA15 8,11,Greater London
DA15 9,14,Greater London
DA16 1,12,Greater London
DA16 2,13,Greater London
DA16 3,26,Greater London
DA17 5,20,Greater London
DA17 6,40,Greater London
DA18 4,7,Greater London
DA2 6,5,Greater London
DA2 7,9,Greater London
DA2 8,29,Greater London
DA3 7,5,Greater London
DA3 8,6,Greater London
DA4 0,-16,Greater London
DA4 9,16,Greater London
DA5 1,11,Greater London
DA5 2,12,Greater London
DA5 3,1,Greater London
DA6 7,14,Greater London
DA6 8,9,Greater London
DA7 4,14,Greater London
DA7 5,17,Greater London
DA7 6,13,Greater London
DA8 1,12,Greater London
DA8 2,10,Greater London
DA8 3,19,Greater London
DA9 9,23,Greater London
DE1 1,-6,Midlands
DE1 2,4,Midlands
DE1 3,-8,Midlands
DE11 0,5,Midlands
DE11 7,-4,Midlands
DE11 8,0,Midlands
DE11 9,-2,Midlands
DE12 6,-2,Midlands
DE12 7,-4,Midlands
DE12 8,-6,Midlands
DE13 0,7,Midlands
DE13 7,12,Midlands
DE13 8,3,Midlands
DE13 9,-2,Midlands
DE14 1,13,Midlands
DE14 2,2,Midlands
DE14 3,6,Midlands
DE15 0,6,Midlands
DE15 9,16,Midlands
DE21 2,7,Midlands
DE21 4,5,Midlands
DE21 5,-17,Midlands
DE21 6,3,Midlands
DE21 7,1,Midlands
DE22 1,-3,Midlands
DE22 2,3,Midlands
DE22 3,1,Midlands
DE22 4,12,Midlands
DE22 5,51,Midlands
DE23 1,3,Midlands
DE23 2,18,Midlands
DE23 3,10,Midlands
DE23 4,-13,Midlands
DE23 6,1,Midlands
DE23 8,11,Midlands
DE24 0,8,Midlands
DE24 1,1,Midlands
DE24 3,-10,Midlands
DE24 5,1,Midlands
DE24 8,12,Midlands
DE24 9,1,Midlands
DE3 0,-4,Midlands
DE3 9,9,Midlands
DE4 2,2,Midlands
DE4 3,-4,Midlands
DE4 4,1,Midlands
DE4 5,2,Midlands
DE45 1,11,Midlands
DE5 3,9,Midlands
DE5 8,3,Midlands
DE5 9,9,Midlands
DE55 1,6,Midlands
DE55 2,1,Midlands
DE55 3,1,Midlands
DE55 4,14,Midlands
DE55 5,-1,Midlands
DE55 6,15,Midlands
DE55 7,32,Midlands
DE56 0,-2,Midlands
DE56 1,14,Midlands
DE56 2,-13,Midlands
DE56 4,-5,Midlands
DE6 1,6,Midlands
DE6 2,4,Midlands
DE6 3,-4,Midlands
DE6 4,6,Midlands
DE6 5,-7,Midlands
DE65 5,4,Midlands
DE65 6,4,Midlands
DE7 4,2,Midlands
DE7 5,4,Midlands
DE7 6,4,Midlands
DE7 8,-4,Midlands
DE7 9,8,Midlands
DE72 2,25,Midlands
DE72 3,-3,Midlands
DE73 5,-6,Midlands
DE73 6,15,Midlands
DE73 7,10,Midlands
DE73 8,4,Midlands
DE74 2,5,Midlands
DE75 7,2,Midlands
DH1 1,10,North England
DH1 2,2,North England
DH1 3,7,North England
DH1 4,1,North England
DH1 5,1,North England
DH2 1,3,North England
DH2 2,5,North England
DH2 3,1,North England
DH3 1,-9,North England
DH3 2,-5,North England
DH3 3,-4,North England
DH3 4,7,North England
DH4 4,3,North England
DH4 5,-13,North England
DH4 6,-5,North England
DH4 7,8,North England
DH5 0,2,North England
DH5 8,6,North England
DH5 9,3,North England
DH6 1,12,North England
DH6 2,6,North England
DH6 3,7,North England
DH6 4,2,North England
DH6 5,11,North England
DH7 0,-5,North England
DH7 6,6,North England
DH7 7,4,North England
DH7 8,7,North England
DH7 9,15,North England
DH8 0,-9,North England
DH8 5,3,North England
DH8 6,0,North England
DH8 7,10,North England
DH8 8,-8,North England
DH8 9,-3,North England
DH9 0,-3,North England
DH9 6,-1,North England
DH9 7,3,North England
DH9 8,23,North England
DH9 9,-2,North England
DL1 1,2,North England
DL1 2,5,North England
DL1 3,6,North England
DL1 4,15,North England
DL1 5,6,North England
DL10 4,-7,North England
DL10 5,2,North England
DL10 6,6,North England
DL10 7,12,North England
DL11 6,1,North England
DL11 7,12,North England
DL12 0,-24,North England
DL12 8,-3,North England
DL12 9,-8,North England
DL13 1,37,North England
DL13 2,-7,North England
DL13 3,18,North England
DL13 4,-18,North England
DL13 5,-7,North England
DL14 0,9,North England
DL14 6,-14,North England
DL14 7,9,North England
DL14 8,0,North England
DL14 9,14,North England
DL15 0,20,North England
DL15 8,15,North England
DL15 9,-7,North England
DL16 6,11,North England
DL16 7,1,North England
DL17 0,-15,North England
DL17 8,46,North England
DL17 9,15,North England
DL2 1,2,North England
DL2 2,-5,North England
DL2 3,6,North England
DL3 0,3,North England
DL3 6,4,North England
DL3 7,8,North England
DL3 8,-3,North England
DL3 9,-19,North England
DL4 1,39,North England
DL4 2,1,North England
DL5 4,2,North England
DL5 5,9,North England
DL5 6,4,North England
DL5 7,8,North England
DL6 1,-3,North England
DL6 2,1,North England
DL6 3,-5,North England
DL7 0,-3,North England
DL7 8,2,North England
DL7 9,-15,North England
DL8 1,13,North England
DL8 2,19,North England
DL8 3,1,North England
DL8 4,-2,North England
DL8 5,-1,North England
DL9 3,3,North England
DL9 4,5,North England
DN1 1,38,Midlands
DN1 2,17,Midlands
DN1 3,27,Midlands
DN10 4,16,Midlands
DN10 5,-21,Midlands
DN10 6,0,Midlands
DN11 0,25,Midlands
DN11 8,14,Midlands
DN11 9,-4,Midlands
DN12 1,0,Midlands
DN12 2,6,Midlands
DN12 3,-5,Midlands
DN12 4,25,Midlands
DN14 0,4,Midlands
DN14 5,-8,Midlands
DN14 6,5,Midlands
DN14 7,0,Midlands
DN14 8,5,Midlands
DN14 9,5,Midlands
DN15 0,-12,Midlands
DN15 6,10,Midlands
DN15 7,16,Midlands
DN15 8,2,Midlands
DN15 9,0,Midlands
DN16 1,4,Midlands
DN16 2,-6,Midlands
DN16 3,-1,Midlands
DN17 1,1,Midlands
DN17 2,12,Midlands
DN17 3,12,Midlands
DN17 4,12,Midlands
DN18 5,-1,Midlands
DN18 6,16,Midlands
DN19 7,3,Midlands
DN2 4,1,Midlands
DN2 5,2,Midlands
DN2 6,-6,Midlands
DN20 0,-2,Midlands
DN20 8,9,Midlands
DN20 9,2,Midlands
DN21 1,-4,Midlands
DN21 2,15,Midlands
DN21 3,3,Midlands
DN21 4,8,Midlands
DN21 5,0,Midlands
DN22 0,6,Midlands
DN22 6,8,Midlands
DN22 7,4,Midlands
DN22 8,6,Midlands
DN22 9,-1,Midlands
DN3 1,4,Midlands
DN3 2,-6,Midlands
DN3 3,1,Midlands
DN31 1,5,Midlands
DN31 2,2,Midlands
DN31 3,35,Midlands
DN32 0,-2,Midlands
DN32 7,0,Midlands
DN32 8,1,Midlands
DN32 9,0,Midlands
DN33 1,33,Midlands
DN33 2,-1,Midlands
DN33 3,0,Midlands
DN34 4,7,Midlands
DN34 5,8,Midlands
DN35 0,3,Midlands
DN35 7,-3,Midlands
DN35 8,4,Midlands
DN35 9,4,Midlands
DN36 4,2,Midlands
DN36 5,-2,Midlands
DN37 0,1,Midlands
DN37 7,-8,Midlands
DN37 8,-53,Midlands
DN37 9,1,Midlands
DN38 6,17,Midlands
DN39 6,-2,Midlands
DN4 0,-3,Midlands
DN4 5,2,Midlands
DN4 6,4,Midlands
DN4 7,2,Midlands
DN4 8,13,Midlands
DN4 9,-1,Midlands
DN40 1,6,Midlands
DN40 2,-2,Midlands
DN40 3,9,Midlands
DN41 7,14,Midlands
DN41 8,12,Midlands
DN5 0,10,Midlands
DN5 7,4,Midlands
DN5 8,-5,Midlands
DN5 9,11,Midlands
DN6 0,0,Midlands
DN6 7,8,Midlands
DN6 8,-6,Midlands
DN6 9,-6,Midlands
DN7 4,7,Midlands
DN7 5,16,Midlands
DN7 6,-2,Midlands
DN8 4,11,Midlands
DN8 5,4,Midlands
DN9 1,-9,Midlands
DN9 2,1,Midlands
DN9 3,-2,Midlands
DT1 1,17,South West
DT1 2,7,South West
DT1 3,23,South West
DT10 1,13,South West
DT10 2,16,South West
DT11 0,7,South West
DT11 7,16,South West
DT11 8,5,South West
DT11 9,-7,South West
DT2 0,9,South West
DT2 7,-3,South West
DT2 8,5,South West
DT2 9,-5,South West
DT3 4,12,South West
DT3 5,2,South West
DT3 6,-3,South West
DT4 0,5,South West
DT4 7,5,South West
DT4 8,-5,South West
DT4 9,4,South West
DT5 1,2,South West
DT5 2,4,South West
DT6 3,4,South West
DT6 4,7,South West
DT6 5,6,South West
DT6 6,-6,South West
DT7 3,4,South West
DT8 3,14,South West
DT9 3,4,South West
DT9 4,3,South West
DT9 5,-3,South West
DT9 6,0,South West
DY1 1,14,Midlands
DY1 2,0,Midlands
DY1 3,3,Midlands
DY1 4,6,Midlands
DY10 1,17,Midlands
DY10 2,2,Midlands
DY10 3,6,Midlands
DY10 4,3,Midlands
DY11 5,16,Midlands
DY11 6,-1,Midlands
DY11 7,31,Midlands
DY12 1,6,Midlands
DY12 2,10,Midlands
DY12 3,5,Midlands
DY13 0,10,Midlands
DY13 8,0,Midlands
DY13 9,-1,Midlands
DY14 0,-10,Midlands
DY14 8,0,Midlands
DY14 9,24,Midlands
DY2 0,13,Midlands
DY2 7,12,Midlands
DY2 8,3,Midlands
DY2 9,8,Midlands
DY3 1,17,Midlands
DY3 2,7,Midlands
DY3 3,5,Midlands
DY3 4,22,Midlands
DY4 0,2,Midlands
DY4 7,-1,Midlands
DY4 8,10,Midlands
DY4 9,-12,Midlands
DY5 1,-4,Midlands
DY5 2,4,Midlands
DY5 3,6,Midlands
DY5 4,7,Midlands
DY6 0,-12,Midlands
DY6 7,10,Midlands
DY6 8,4,Midlands
DY6 9,4,Midlands
DY7 5,8,Midlands
DY7 6,-23,Midlands
DY8 1,1,Midlands
DY8 2,5,Midlands
DY8 3,12,Midlands
DY8 4,2,Midlands
DY8 5,2,Midlands
DY9 0,1,Midlands
DY9 7,31,Midlands
DY9 8,-35,Midlands
DY9 9,15,Midlands
E1 0,1,Greater London
E1 1,14,Greater London
E1 2,6,Greater London
E1 3,6,Greater London
E1 4,7,Greater London
E1 5,-6,Greater London
E1 6,24,Greater London
E1 7,-10,Greater London
E1 8,0,Greater London
E10 5,20,Greater London
E10 6,16,Greater London
E10 7,6,Greater London
E11 1,10,Greater London
E11 2,-4,Greater London
E11 3,13,Greater London
E11 4,16,Greater London
E12 5,15,Greater London
E12 6,23,Greater London
E13 0,13,Greater London
E13 8,16,Greater London
E13 9,18,Greater London
E14 0,44,Greater London
E14 2,-2,Greater London
E14 3,5,Greater London
E14 4,-9,Greater London
E14 5,3,Greater London
E14 6,11,Greater London
E14 7,-1,Greater London
E14 8,16,Greater London
E14 9,7,Greater London
E15 1,21,Greater London
E15 2,11,Greater London
E15 3,-2,Greater London
E15 4,7,Greater London
E16 1,10,Greater London
E16 2,30,Greater London
E16 3,19,Greater London
E16 4,29,Greater London
E17 3,3,Greater London
E17 4,13,Greater London
E17 5,16,Greater London
E17 6,7,Greater London
E17 7,12,Greater London
E17 8,17,Greater London
E17 9,30,Greater London
E18 1,17,Greater London
E18 2,6,Greater London
E1W 1,8,Greater London
E1W 2,70,Greater London
E1W 3,17,Greater London
E2 0,11,Greater London
E2 6,21,Greater London
E2 7,6,Greater London
E2 8,20,Greater London
E2 9,26,Greater London
E20 1,-32,Greater London
E3 2,10,Greater London
E3 3,9,Greater London
E3 4,2,Greater London
E3 5,14,Greater London
E4 6,13,Greater London
E4 7,10,Greater London
E4 8,16,Greater London
E4 9,9,Greater London
E5 0,-2,Greater London
E5 8,7,Greater London
E5 9,10,Greater London
E6 1,15,Greater London
E6 2,19,Greater London
E6 3,15,Greater London
E6 5,9,Greater London
E6 6,14,Greater London
E7 0,25,Greater London
E7 8,16,Greater London
E7 9,18,Greater London
E8 1,37,Greater London
E8 2,5,Greater London
E8 3,-7,Greater London
E8 4,0,Greater London
E9 5,20,Greater London
E9 6,0,Greater London
E9 7,0,Greater London
EC1A 7,-1,Greater London
EC1A 9,129,Greater London
EC1M 3,-65,Greater London
EC1M 4,84,Greater London
EC1M 5,19,Greater London
EC1M 6,-11,Greater London
EC1N 7,16,Greater London
EC1N 8,15,Greater London
EC1R 0,63,Greater London
EC1R 1,-12,Greater London
EC1R 3,-67,Greater London
EC1R 4,5,Greater London
EC1R 5,87,Greater London
EC1V 0,-45,Greater London
EC1V 1,11,Greater London
EC1V 2,8,Greater London
EC1V 3,3,Greater London
EC1V 4,39,Greater London
EC1V 7,16,Greater London
EC1V 8,18,Greater London
EC1V 9,21,Greater London
EC1Y 0,-4,Greater London
EC1Y 1,72,Greater London
EC1Y 2,-44,Greater London
EC1Y 8,18,Greater London
EC2A 3,-29,Greater London
EC2A 4,-4,Greater London
EC2M 4,21,Greater London
EC2V 6,50,Greater London
EC2Y 5,-12,Greater London
EC2Y 8,14,Greater London
EC2Y 9,-19,Greater London
EC3N 1,57,Greater London
EC3R 8,-40,Greater London
EC4A 1,-33,Greater London
EC4A 4,-21,Greater London
EC4V 3,59,Greater London
EC4V 5,7,Greater London
EC4Y 0,21,Greater London
EC4Y 1,147,Greater London
EN1 1,1,Greater London
EN1 2,8,Greater London
EN1 3,13,Greater London
EN1 4,14,Greater London
EN10 6,8,Greater London
EN10 7,15,Greater London
EN11 0,11,Greater London
EN11 8,13,Greater London
EN11 9,14,Greater London
EN2 0,16,Greater London
EN2 6,27,Greater London
EN2 7,-1,Greater London
EN2 8,16,Greater London
EN2 9,-1,Greater London
EN3 4,16,Greater London
EN3 5,16,Greater London
EN3 6,19,Greater London
EN3 7,18,Greater London
EN4 0,37,Greater London
EN4 8,10,Greater London
EN4 9,10,Greater London
EN5 1,5,Greater London
EN5 2,15,Greater London
EN5 3,19,Greater London
EN5 4,11,Greater London
EN5 5,16,Greater London
EN6 1,14,Greater London
EN6 2,12,Greater London
EN6 3,-4,Greater London
EN6 4,14,Greater London
EN6 5,-1,Greater London
EN7 5,12,Greater London
EN7 6,13,Greater London
EN8 0,21,Greater London
EN8 7,11,Greater London
EN8 8,13,Greater London
EN8 9,10,Greater London
EN9 1,6,Greater London
EN9 2,3,Greater London
EN9 3,3,Greater London
EX1 1,-4,South West
EX1 2,12,South West
EX1 3,2,South West
EX10 0,-5,South West
EX10 8,-9,South West
EX10 9,6,South West
EX11 1,13,South West
EX12 2,8,South West
EX12 3,1,South West
EX12 4,2,South West
EX13 5,9,South West
EX13 7,17,South West
EX13 8,-9,South West
EX14 1,4,South West
EX14 2,2,South West
EX14 3,25,South West
EX14 4,3,South West
EX14 9,-4,South West
EX15 1,5,South West
EX15 2,4,South West
EX15 3,-3,South West
EX16 4,-11,South West
EX16 5,12,South West
EX16 6,5,South West
EX16 7,-8,South West
EX16 8,2,South West
EX16 9,3,South West
EX17 1,-4,South West
EX17 2,-19,South West
EX17 3,1,South West
EX17 4,9,South West
EX17 5,5,South West
EX17 6,-10,South West
EX18 7,0,South West
EX19 8,9,South West
EX2 4,3,South West
EX2 5,5,South West
EX2 6,-4,South West
EX2 7,11,South West
EX2 8,3,South West
EX2 9,13,South West
EX20 1,-1,South West
EX20 2,-5,South West
EX20 3,0,South West
EX20 4,11,South West
EX21 5,-3,South West
EX22 6,8,South West
EX22 7,-10,South West
EX23 0,-1,South West
EX23 8,3,South West
EX23 9,12,South West
EX24 6,2,South West
EX3 0,-2,South West
EX31 1,18,South West
EX31 2,4,South West
EX31 3,9,South West
EX31 4,-13,South West
EX32 0,3,South West
EX32 7,0,South West
EX32 8,1,South West
EX32 9,7,South West
EX33 1,-5,South West
EX33 2,-3,South West
EX34 0,12,South West
EX34 7,-1,South West
